the_geom,dem,sec,ln,pan,pri,prd,pvem,pt,mc,na,morena,pes,ph,pt_mor_pes,pt_morena,pt_pes,mor_pes,pan_prd_mc,pan_prd,pan_mc,prd_mc,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,pes_p,ph_p,pt_mor_pes_p,pt_morena_p,pt_pes_p,mor_pes_P,pan_prd_mc_p,pan_prd_p,pan_mc_p,prd_mc_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_prd_mc,coal_morena_pt_pes,coal_pri,coal_pvem,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E6100000010000000103000000010000001A0000007994B761D1CA58C0D44C99BDA6623340EFBAAA48D2CA58C0AD67DD52A1623340DC884148D3CA58C001A02C709D6233402880FE41D4CA58C0C241730D9B623340D10CF0ACD5CA58C07075190C9B6233409462873DDCCA58C03E585C3731623340AE6E5615E5CA58C010C84A4A39623340685626EDEDCA58C0A94E325D41623340ACAA7906F4CA58C0D7F2C7EFCF613340FE8A1669F7CA58C0583EF783A9613340D3F05976F1CA58C0E0AB475FA461334045E8CC32E7CA58C01A5F3F7F9B6133404D47FBBBDDCA58C0C0E8DB369361334070888DDED8CA58C014BBBFF48E6133409978A234CCCA58C02F7550DF83613340F34664D8BFCA58C035877D0C7961334020F4D07DBECA58C046E6F61E8B613340674794ACBCCA58C009C1B4AD8E613340729DA986B6CA58C0DA6FCD8FFB613340AF8B4AF8B7CA58C070D06EF3FE613340A50FB8D1B6CA58C0F7794299106233405E14D964AACA58C048CB39EE056233407B9E5CCAA2CA58C0FD2A60247C623340C293F0DAAECA58C0392B4D9187623340E44F8A30BBCA58C04B121CF3926233407994B761D1CA58C0D44C99BDA6623340,BENITO JUAREZ,4366,1728,699,155,22,32,15,15,9,256,10,24,7,1,0,0,12,3,2,0,0,28,1290,699,256,155,443,0.343410853,101,0.078294574,0.746527778,54.19%,12.02%,1.71%,2.48%,1.16%,1.16%,0.70%,19.84%,0.78%,1.86%,0.54%,0.08%,0.00%,0.00%,0.93%,0.23%,0.16%,0.00%,0.00%,2.17%,100.00%,54.19%,19.84%,12.02%,PAN,MORENA,PRI,58.37%,21.63%,12.02%,2.48%,5.50%,100.00%,58.37%,21.63%,12.02%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000250000009CCA7DC7FBCA58C01D7EDF17D76233407AD00E9EFFCA58C0583B668397623340BA5290A103CB58C0F348BD415462334075FBBD840ECB58C08D69C9A4506233403F30ADFF18CB58C024FB65C8CF613340256603B910CB58C05797CB13B361334094AD8F8610CB58C08A6329E1A7613340932919C20FCB58C0CF54F3DDA261334051F3BA360FCB58C002EC284597613340179AF4400DCB58C04F6CF1D89F613340B3C5C7890BCB58C028830D02A2613340DE96AAAC08CB58C0440B5010AB613340BC55CF8201CB58C030D8E06BAA613340FE8A1669F7CA58C0583EF783A9613340ACAA7906F4CA58C0D7F2C7EFCF613340685626EDEDCA58C0A94E325D41623340AE6E5615E5CA58C010C84A4A396233409462873DDCCA58C03E585C3731623340D10CF0ACD5CA58C07075190C9B6233402880FE41D4CA58C0C241730D9B623340DC884148D3CA58C001A02C709D623340EFBAAA48D2CA58C0AD67DD52A16233407994B761D1CA58C0D44C99BDA662334081610D5ED1CA58C0BE1611E4AB623340DB2D27D0D1CA58C0F8B7142CB06233408BFDE045D2CA58C0974FE6DEB2623340AF6FCC29D3CA58C095BBCB6EB462334009C4ABFDD3CA58C0BC61654CB5623340D9A47DECD4CA58C0052DA7C2B462334020A537C0D5CA58C010A5BA6BB3623340D907D466D6CA58C07E54CC58B16233404E1BFA23D7CA58C00CD4E356AF6233408136E5E1D7CA58C0C06DD5B5AC623340A4465CD8DDCA58C0BFF5800AB2623340DB86615FE6CA58C0039C98CBB9623340E3745341F1CA58C077202551C56233409CCA7DC7FBCA58C01D7EDF17D7623340,BENITO JUAREZ,4367,1483,612,138,20,28,6,25,8,203,7,25,4,1,0,0,12,1,1,0,1,19,1111,612,203,138,409,0.368136814,65,0.058505851,0.749157114,55.09%,12.42%,1.80%,2.52%,0.54%,2.25%,0.72%,18.27%,0.63%,2.25%,0.36%,0.09%,0.00%,0.00%,1.08%,0.09%,0.09%,0.00%,0.09%,1.71%,100.00%,55.09%,18.27%,12.42%,PAN,MORENA,PRI,60.40%,19.26%,12.42%,2.52%,5.40%,100.00%,60.40%,19.26%,12.42%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000023000000387C4C5539CB58C0BBBEA32B356233407BE732113ECB58C047D0F3EF226233404F68306C40CB58C00FF64D7017623340CF1BD39644CB58C0D8237583E4613340ACB6887247CB58C00C260DDFBD613340D3CDD2B74ACB58C046C0079B966133403A49734C50CB58C0316EF86852613340AB6DF6E742CB58C05757E0F46661334058287B1F38CB58C0098345DA74613340262EF9542FCB58C0B0F086AE68613340328D45552DCB58C01061792B53613340891836742BCB58C0980E2BF23E613340C8CC2A5826CB58C0F28686F407613340BAE1E70026CB58C0B1CDDCD8FD60334068E670FB26CB58C0CB29BAACE360334041DCA7A51ECB58C04B80E02DDF603340549CD7E91ACB58C06D9CED25DD60334093B0E33C19CB58C0E71CC9D9F760334007621F1416CB58C00F9B52322A61334072039B230ACB58C02394DBB91E613340166F743200CB58C07F1FA42D15613340BBDBB16AFBCA58C06F7AB4E763613340FE8A1669F7CA58C0583EF783A9613340BC55CF8201CB58C030D8E06BAA613340DE96AAAC08CB58C0440B5010AB613340B3C5C7890BCB58C028830D02A2613340179AF4400DCB58C04F6CF1D89F61334051F3BA360FCB58C002EC284597613340932919C20FCB58C0CF54F3DDA261334094AD8F8610CB58C08A6329E1A7613340256603B910CB58C05797CB13B36133403F30ADFF18CB58C024FB65C8CF61334075F4206E21CB58C001BD6C49EA613340988027182ACB58C03355236E05623340387C4C5539CB58C0BBBEA32B35623340,BENITO JUAREZ,4368,1391,527,125,20,24,8,14,6,174,7,19,3,2,0,1,1,2,1,0,1,21,956,527,174,125,353,0.369246862,49,0.05125523,0.687275341,55.13%,13.08%,2.09%,2.51%,0.84%,1.46%,0.63%,18.20%,0.73%,1.99%,0.31%,0.21%,0.00%,0.10%,0.10%,0.21%,0.10%,0.00%,0.10%,2.20%,100.00%,55.13%,18.20%,13.08%,PAN,MORENA,PRI,59.10%,19.67%,13.08%,2.51%,5.65%,100.00%,59.10%,19.67%,13.08%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000018000000FE8A1669F7CA58C0583EF783A9613340BBDBB16AFBCA58C06F7AB4E7636133408A9D743200CB58C0083AA32D1561334072039B230ACB58C02394DBB91E61334007621F1416CB58C00F9B52322A61334093B0E33C19CB58C0E71CC9D9F7603340549CD7E91ACB58C06D9CED25DD6033400B43D5F91CCB58C0DDD81B4FB8603340054E039217CB58C097EE8E15B56033401CE10E9710CB58C026D3BEB3B2603340D897B4A813CB58C0CA193F7C81603340C368982B07CB58C0F595C2EE7560334091D09235FBCA58C0A3442EDE6A603340882A0AD0F8CA58C08A99D2C092603340E0E51FFAF5CA58C018200391C2603340CB5DDCECF1CA58C0188304AABF6033403CFBFDA0EFCA58C03147F90AE6603340B2F22F77EECA58C0AF2D0B7CF96033403A0BAB29EFCA58C0E6828F1502613340074D304FF1CA58C06D4E1502076133404A1355F1EBCA58C0B8D2B8D25561334045E8CC32E7CA58C01A5F3F7F9B613340D3F05976F1CA58C0E0AB475FA4613340FE8A1669F7CA58C0583EF783A9613340,BENITO JUAREZ,4369,1387,490,117,26,31,8,13,9,249,10,16,4,0,0,0,9,1,0,0,0,20,1003,490,249,117,241,0.240279163,132,0.131605184,0.723143475,48.85%,11.67%,2.59%,3.09%,0.80%,1.30%,0.90%,24.83%,1.00%,1.60%,0.40%,0.00%,0.00%,0.00%,0.90%,0.10%,0.00%,0.00%,0.00%,1.99%,100.00%,48.85%,24.83%,11.67%,PAN,MORENA,PRI,53.74%,26.02%,11.67%,3.09%,5.48%,100.00%,53.74%,26.02%,11.67%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001A00000045E8CC32E7CA58C01A5F3F7F9B6133404A1355F1EBCA58C0B8D2B8D255613340074D304FF1CA58C06D4E1502076133403A0BAB29EFCA58C0E6828F1502613340B2F22F77EECA58C0AF2D0B7CF96033403CFBFDA0EFCA58C03147F90AE6603340CB5DDCECF1CA58C0188304AABF603340E0E51FFAF5CA58C018200391C2603340882A0AD0F8CA58C08A99D2C09260334091D09235FBCA58C0A3442EDE6A60334028875FAE04CB58C046612790D35F33409B171C52F6CA58C03B2C328FC75F3340F6CC7EECE7CA58C0CD3629C4BA5F33402A188D02E5CA58C0C21B0644EA5F334069E75DB9DECA58C0E906DFFC50603340DDFC4A36EDCA58C0144D3B705E603340B1B1AFA2EACA58C01D5A2E9F85603340A3045250E7CA58C041070B23B8603340453259EFD8CA58C01FEB0DE4AC603340245EC3C8D6CA58C04217C636D160334081076F2ED5CA58C0E333D248EC603340E29CD1F4CFCA58C085035587446133409978A234CCCA58C02F7550DF8361334070888DDED8CA58C014BBBFF48E6133404D47FBBBDDCA58C0C0E8DB369361334045E8CC32E7CA58C01A5F3F7F9B613340,BENITO JUAREZ,4370,1873,709,192,20,37,15,31,9,279,12,28,1,2,1,2,14,2,1,0,0,24,1379,709,279,192,430,0.31182016,87,0.063089195,0.736252002,51.41%,13.92%,1.45%,2.68%,1.09%,2.25%,0.65%,20.23%,0.87%,2.03%,0.07%,0.15%,0.07%,0.15%,1.02%,0.15%,0.07%,0.00%,0.00%,1.74%,100.00%,51.41%,20.23%,13.92%,PAN,MORENA,PRI,56.35%,21.68%,13.92%,2.68%,5.29%,99.93%,56.35%,21.68%,13.92%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F0000009978A234CCCA58C02F7550DF83613340E29CD1F4CFCA58C0850355874461334081076F2ED5CA58C0E333D248EC603340245EC3C8D6CA58C04217C636D1603340453259EFD8CA58C01FEB0DE4AC603340A3045250E7CA58C041070B23B8603340B1B1AFA2EACA58C01D5A2E9F85603340DDFC4A36EDCA58C0144D3B705E60334069E75DB9DECA58C0E906DFFC50603340E4AD3B45C6CA58C0F0930E353C603340A2C13987C0CA58C06568D39499603340C2E469D2BCCA58C073A637D9D560334095CEE475B3CA58C0549732116E613340F34664D8BFCA58C035877D0C796133409978A234CCCA58C02F7550DF83613340,BENITO JUAREZ,4371,1441,553,142,24,15,13,14,4,223,8,17,3,0,0,2,6,3,0,0,1,20,1048,553,223,142,330,0.314885496,81,0.077290076,0.727272727,52.77%,13.55%,2.29%,1.43%,1.24%,1.34%,0.38%,21.28%,0.76%,1.62%,0.29%,0.00%,0.00%,0.19%,0.57%,0.29%,0.00%,0.00%,0.10%,1.91%,100.00%,52.77%,21.28%,13.55%,PAN,MORENA,PRI,57.25%,23.00%,13.55%,1.43%,4.77%,100.00%,57.25%,23.00%,13.55%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000C00000095CEE475B3CA58C0549732116E613340C2E469D2BCCA58C073A637D9D5603340A2C13987C0CA58C06568D39499603340E4AD3B45C6CA58C0F0930E353C60334050199DE0CFCA58C06ED6CCB3A55F33409F0F1FABB7CA58C00D192CE08F5F33409A44EA4FAECA58C0AB0EF50727603340EC79F383A8CA58C093BD99AD84603340A8101C12A5CA58C063107868C1603340668CB8639BCA58C054F101B9586133402B8ABD7BA7CA58C0349359726361334095CEE475B3CA58C0549732116E613340,BENITO JUAREZ,4372,1303,508,122,11,23,8,13,3,185,3,18,7,0,0,3,7,1,1,0,0,23,936,508,185,122,323,0.34508547,63,0.067307692,0.718342287,54.27%,13.03%,1.18%,2.46%,0.85%,1.39%,0.32%,19.76%,0.32%,1.92%,0.75%,0.00%,0.00%,0.32%,0.75%,0.11%,0.11%,0.00%,0.00%,2.46%,100.00%,54.27%,19.76%,13.03%,PAN,MORENA,PRI,57.80%,21.69%,13.03%,2.46%,5.02%,100.00%,57.80%,21.69%,13.03%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000D000000C19668D77CCA58C0E6117240A9613340037FD20080CA58C069766303776133406543224383CA58C022923A51436133401FC367988CCA58C0FE48E576AD6033400C77F64080CA58C0753C5453A260334010411F4374CA58C0A0B9938097603340A8D2A75368CA58C0F577BEBA8C603340D4EF31645CCA58C0D4A0DCF481603340B882C1C052CA58C046C42CB019613340DBC9DB9B4FCA58C016746E6C4D613340010BF8A44CCA58C062E387337E6133400A2395F164CA58C00EAD1D2093613340C19668D77CCA58C0E6117240A9613340,BENITO JUAREZ,4373,1532,605,117,26,24,8,15,8,253,9,19,5,2,0,2,13,1,2,2,1,24,1136,605,253,117,352,0.309859155,136,0.11971831,0.74151436,53.26%,10.30%,2.29%,2.11%,0.70%,1.32%,0.70%,22.27%,0.79%,1.67%,0.44%,0.18%,0.00%,0.18%,1.14%,0.09%,0.18%,0.18%,0.09%,2.11%,100.00%,53.26%,22.27%,10.30%,PAN,MORENA,PRI,58.45%,23.77%,10.30%,2.11%,5.37%,100.00%,58.45%,23.77%,10.30%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001D0000005D54017719CA58C0643B930488613340B46D823624CA58C0C60F53433D613340FD2EF82627CA58C05309D7E9286133400414A88927CA58C084DA9D3E2661334025FE4DF028CA58C02C2C8E8B1C6133408F87AC3228CA58C01CCA45191C613340AF2B647425CA58C008EF61721A613340C13C20A71FCA58C05A528CF216613340634D5AA315CA58C011DE05EA10613340031ABFC608CA58C0015F5D2A09613340A31514D1FCC958C01DB85C0D046133409736747DF2C958C0185840A4FE603340F02AD53FE8C958C03A785493F86033402494E160DCC958C06BCD53ECF1603340411CBA40D3C958C0F2280BBBEC60334010D5EE94D0C958C09F8C6021EB6033406AE6CEC6C3C958C013879195DF603340FA8FA39CC0C958C0DC18B23A176133409218DB68BDC958C0D3EA12FD4C6133401472EAC9C4C958C06A876A5A51613340D8632E20CCC958C03C6285EC556133402B7A895DCEC958C0FDEB816D57613340FE1D85FCD7C958C0D715F8055D6133408F9CB31FE3C958C00A15335664613340C8B03670ECC958C0D55E01746A613340721BE1B2F6C958C0A2C8C130716133406D85BED202CA58C06C9BCD2679613340D4340D530FCA58C0C06B1E5C816133405D54017719CA58C0643B930488613340,BENITO JUAREZ,4374,1717,611,156,27,39,10,16,12,311,13,27,10,2,1,2,8,4,0,0,2,28,1279,611,311,156,300,0.234558249,155,0.121188428,0.744903902,47.77%,12.20%,2.11%,3.05%,0.78%,1.25%,0.94%,24.32%,1.02%,2.11%,0.78%,0.16%,0.08%,0.16%,0.63%,0.31%,0.00%,0.00%,0.16%,2.19%,100.00%,47.77%,24.32%,12.20%,PAN,MORENA,PRI,52.07%,26.19%,12.20%,3.05%,6.41%,99.92%,52.07%,26.19%,12.20%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000110000009218DB68BDC958C0D3EA12FD4C613340FA8FA39CC0C958C0DC18B23A176133403D5E8B7BB2C958C00E0FCE6A0C6133405A231A5D9DC958C0EFAA8541FC603340BBFFCB2C88C958C0A526670AEC6033403DA8B7257EC958C0CF8DCE5DE4603340F9F2532973C958C0FA9B1E95DC60334028A7CE5E66C958C0251B86F3D26033403D1CECF95DC958C09140CFB9CC603340D630CA125BC958C045C666C904613340CAD6977864C958C0675A5CBB0B61334045B4116070C958C0640D7B6914613340FFC978657BC958C02A34E7E01C613340D0A6D23785C958C028213B1624613340660B7DAC9AC958C0FB63749433613340F470D5ABAFC958C070C3E922436133409218DB68BDC958C0D3EA12FD4C613340,BENITO JUAREZ,4375,1649,433,107,30,40,14,9,8,389,14,19,15,2,0,1,10,2,1,0,0,34,1128,433,389,107,44,0.039007092,282,0.25,0.68405094,38.39%,9.49%,2.66%,3.55%,1.24%,0.80%,0.71%,34.49%,1.24%,1.68%,1.33%,0.18%,0.00%,0.09%,0.89%,0.18%,0.09%,0.00%,0.00%,3.01%,100.00%,38.39%,34.49%,9.49%,PAN,MORENA,PRI,43.00%,37.32%,9.49%,3.55%,6.65%,100.00%,43.00%,37.32%,9.49%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000014000000FA8FA39CC0C958C0DC18B23A176133406AE6CEC6C3C958C013879195DF60334020D648E6BCC958C04A7F5337DA603340E947077DB5C958C0AD20556ED4603340CE1133CFAAC958C078A94618CC6033401ABEA451A0C958C0F1140004C6603340FAF151BA95C958C0228C59FEBC603340307016128BC958C058716870B56033407FA1CCF580C958C00F8F7860AD6033408C054C2B76C958C039DC94EBA4603340A363E70769C958C094404BA49A60334012F6740361C958C0ACA2F600956033403D1CECF95DC958C09140CFB9CC60334028A7CE5E66C958C0251B86F3D2603340F9F2532973C958C0FA9B1E95DC6033403DA8B7257EC958C0CF8DCE5DE4603340BBFFCB2C88C958C0A526670AEC6033405A231A5D9DC958C0EFAA8541FC6033403D5E8B7BB2C958C00E0FCE6A0C613340FA8FA39CC0C958C0DC18B23A17613340,BENITO JUAREZ,4376,1438,367,125,20,31,13,18,16,327,15,22,12,2,1,1,4,0,1,0,0,23,998,367,327,125,40,0.04008016,202,0.20240481,0.694019471,36.77%,12.53%,2.00%,3.11%,1.30%,1.80%,1.60%,32.77%,1.50%,2.20%,1.20%,0.20%,0.10%,0.10%,0.40%,0.00%,0.10%,0.00%,0.00%,2.30%,100.00%,36.77%,32.77%,12.53%,PAN,MORENA,PRI,41.08%,35.57%,12.53%,3.11%,7.62%,99.90%,41.08%,35.57%,12.53%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000018000000D630CA125BC958C045C666C9046133403D1CECF95DC958C09140CFB9CC60334012F6740361C958C0ACA2F60095603340AB9F44544FC958C09C6E62F78760334013A306EA48C958C0A01D9B9F83603340C25390AD35C958C029D724B97A603340C8A57E972CC958C0775C60CE776033407BC3407527C958C001A3B2BC7660334016BCB54020C958C0CA6E8E4176603340379B86401DC958C0DBEB1D777660334079ED58D300C958C0B05FF1C2806033409CBFE684FEC858C02BE5EF8D7F6033400688BCE3FDC858C0011599BE90603340058D8D67FDC858C0ABCF75FD9D60334007519C69FCC858C020B46413B96033404C7E54460AC958C049870931C3603340652A1B210FC958C0B65CDE28CB6033404EFA53B01EC958C0AD59E195D66033407E01246224C958C017949B18DB603340269FFA492EC958C021BDB095E2603340EAAD32FF30C958C0408C699EE4603340C989FF443AC958C024816DC5EB603340472FCD6F4AC958C080F76CE5F7603340D630CA125BC958C045C666C904613340,BENITO JUAREZ,4377,1674,403,103,36,37,24,17,11,487,26,33,19,3,0,2,7,1,0,0,3,36,1248,487,403,103,84,0.067307692,300,0.240384615,0.745519713,32.29%,8.25%,2.88%,2.96%,1.92%,1.36%,0.88%,39.02%,2.08%,2.64%,1.52%,0.24%,0.00%,0.16%,0.56%,0.08%,0.00%,0.00%,0.24%,2.88%,100.00%,39.02%,32.29%,8.25%,MORENA,PAN,PRI,37.18%,42.87%,8.25%,2.96%,8.73%,100.00%,42.87%,37.18%,8.25%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E6100000010000000103000000010000001C000000DBA5A23BFAC858C0250BC07EEF603340494E196FFBC858C03395FD88D160334007519C69FCC858C020B46413B9603340058D8D67FDC858C0ABCF75FD9D6033400688BCE3FDC858C0011599BE906033409CBFE684FEC858C02BE5EF8D7F603340B121F74000C958C0D201B19A52603340F240F11BEDC858C0A07421553D603340C44FB92EE8C858C06A7808928060334077BBD176DFC858C09A5735BA7E60334048ED4366D6C858C0B8F5863E7F603340050D9E5FCDC858C04DDE40FA81603340055CB11BC4C858C082C17DFB87603340CD901EAFC0C858C0A0F517D5896033404490CCE3BAC858C0AE3181F68C603340591541E5B1C858C0270F81D29160334022F8206DADC858C00C74BC33956033405088E1FDAAC858C04987DCA4C6603340EA7A21DAAFC858C088D97163C960334011CB75ACB8C858C0F6D6851ECE603340AA294D4BC1C858C0A7A0E232D2603340EB45D639CAC858C0541958FAD660334039EBE915D3C858C0755207B5DB60334090CDFDF4DBC858C08C41111AE060334013B91989E4C858C092C589A0E460334072807E72EDC858C0BC0B905FE96033408BABD27FF7C858C0742A3F33EE603340DBA5A23BFAC858C0250BC07EEF603340,BENITO JUAREZ,4378,1490,396,90,28,27,18,23,14,396,10,23,19,3,0,3,5,3,0,0,3,26,1087,396,396,90,0,0,306,0.28150874,0.729530201,36.43%,8.28%,2.58%,2.48%,1.66%,2.12%,1.29%,36.43%,0.92%,2.12%,1.75%,0.28%,0.00%,0.28%,0.46%,0.28%,0.00%,0.00%,0.28%,2.39%,100.00%,36.43%,36.43%,8.28%,PAN,PAN,PRI,41.86%,40.39%,8.28%,2.48%,6.99%,100.00%,41.86%,40.39%,8.28%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001100000022F8206DADC858C00C74BC3395603340591541E5B1C858C0270F81D2916033404490CCE3BAC858C0AE3181F68C603340CD901EAFC0C858C0A0F517D589603340055CB11BC4C858C082C17DFB87603340050D9E5FCDC858C04DDE40FA8160334048ED4366D6C858C0B8F5863E7F603340871DC885D9C858C0CD2E454B59603340F2145A68DDC858C04091BB152A6033400AEE2421E2C858C00A9C056BD75F3340244D39E2D6C858C0DB1E5D4ACE5F3340AD4B1372CBC858C04D225032C55F33405DF54B44C0C858C0028F60BEBB5F3340BB37D21CBAC858C06A214A66B65F3340F3D3DB78B6C858C00F5557B6FA5F3340387FAAC2B2C858C0BBC5C5093A60334022F8206DADC858C00C74BC3395603340,BENITO JUAREZ,4379,1792,519,113,42,44,19,19,13,465,18,23,25,5,0,2,8,3,1,0,0,33,1352,519,465,113,54,0.039940828,352,0.26035503,0.754464286,38.39%,8.36%,3.11%,3.25%,1.41%,1.41%,0.96%,34.39%,1.33%,1.70%,1.85%,0.37%,0.00%,0.15%,0.59%,0.22%,0.07%,0.00%,0.00%,2.44%,100.00%,38.39%,34.39%,8.36%,PAN,MORENA,PRI,43.79%,38.17%,8.36%,3.25%,6.43%,100.00%,43.79%,38.17%,8.36%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000010000000C44FB92EE8C858C06A78089280603340F240F11BEDC858C0A07421553D603340B121F74000C958C0D201B19A52603340B2D9A93B01C958C0CFE42F3A39603340398347F603C958C091F65582F25F334062460B73F2C858C08266CC06E45F3340DC2A10D9F5C858C01445781BA35F3340424E188FE5C858C00CEA906A965F3340B0031446DAC858C011C356328D5F3340244D39E2D6C858C0DB1E5D4ACE5F33400AEE2421E2C858C00A9C056BD75F3340F2145A68DDC858C04091BB152A603340871DC885D9C858C0CD2E454B5960334048ED4366D6C858C0B8F5863E7F60334077BBD176DFC858C09A5735BA7E603340C44FB92EE8C858C06A78089280603340,BENITO JUAREZ,4380,1494,399,106,34,32,20,26,16,403,15,21,7,1,0,0,13,0,2,0,0,22,1117,403,399,106,4,0.003581021,293,0.262309758,0.747657296,35.72%,9.49%,3.04%,2.86%,1.79%,2.33%,1.43%,36.08%,1.34%,1.88%,0.63%,0.09%,0.00%,0.00%,1.16%,0.00%,0.18%,0.00%,0.00%,1.97%,100.00%,36.08%,35.72%,9.49%,MORENA,PAN,PRI,42.44%,38.59%,9.49%,2.86%,6.62%,100.00%,42.44%,38.59%,9.49%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001800000013A306EA48C958C0A01D9B9F83603340E1E2F57848C958C0CDF4A2947160334029B5622048C958C0FE20C3934F603340FBAD4FD848C958C0C0F92D3237603340F2EA973B4AC958C0A6CC4CCF0E603340CF520BDC3AC958C021897D5DF35F3340776FA8B12EC958C09365B96ED25F33400A765E372EC958C0ECBE45D4E45F334017BEFFE11AC958C0FA9FA847DE5F33401010507C13C958C0EEB1CACC845F334016EEC8E908C958C06E8DBC33725F33406BB4A08006C958C0318C3FAEAE5F3340F34DDEEA04C958C083FB0BDED65F3340398347F603C958C091F65582F25F3340B2D9A93B01C958C0CFE42F3A39603340B121F74000C958C0D201B19A526033409CBFE684FEC858C02BE5EF8D7F60334079ED58D300C958C0B05FF1C280603340379B86401DC958C0DBEB1D777660334016BCB54020C958C0CA6E8E41766033407BC3407527C958C001A3B2BC76603340C8A57E972CC958C0775C60CE77603340C25390AD35C958C029D724B97A60334013A306EA48C958C0A01D9B9F83603340,BENITO JUAREZ,4381,1872,417,135,43,42,19,14,9,528,19,35,18,3,1,1,10,3,0,0,3,38,1338,528,417,135,111,0.082959641,282,0.210762332,0.71474359,31.17%,10.09%,3.21%,3.14%,1.42%,1.05%,0.67%,39.46%,1.42%,2.62%,1.35%,0.22%,0.07%,0.07%,0.75%,0.22%,0.00%,0.00%,0.22%,2.84%,100.00%,39.46%,31.17%,10.09%,MORENA,PAN,PRI,36.40%,42.53%,10.09%,3.14%,7.77%,99.93%,42.53%,36.40%,10.09%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E610000001000000010300000001000000130000007FA1CCF580C958C00F8F7860AD603340918640928BC958C0CFFB9912DB5F3340AE0BE3467FC958C0B209A638D35F3340EDCCF9047DC958C064A569890A6033404C7A97D675C958C0879C202705603340F6C822736FC958C03011E81401603340DC21E97E68C958C02C451005FE5F3340C7F9B20C67C958C01391282F2260334084D4A80166C958C02859F8513B6033404986EF684BC958C0445C27132F603340FBAD4FD848C958C0C0F92D323760334029B5622048C958C0FE20C3934F603340E1E2F57848C958C0CDF4A2947160334013A306EA48C958C0A01D9B9F83603340AB9F44544FC958C09C6E62F78760334012F6740361C958C0ACA2F60095603340A363E70769C958C094404BA49A6033408C054C2B76C958C039DC94EBA46033407FA1CCF580C958C00F8F7860AD603340,BENITO JUAREZ,4382,1469,398,93,23,40,18,13,20,369,17,23,14,4,0,0,15,5,0,2,1,27,1082,398,369,93,29,0.026802218,276,0.255083179,0.73655548,36.78%,8.60%,2.13%,3.70%,1.66%,1.20%,1.85%,34.10%,1.57%,2.13%,1.29%,0.37%,0.00%,0.00%,1.39%,0.46%,0.00%,0.18%,0.09%,2.50%,100.00%,36.78%,34.10%,8.60%,PAN,MORENA,PRI,42.14%,37.43%,8.60%,3.70%,8.13%,100.00%,42.14%,37.43%,8.60%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
