dem,eleccion,sec,id_cas,ln,pe,pan,pri,prd,pvem,pt,mc,na,morena,ph,eas,pri_pvem,prd_pt,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,ph_p,es_p,pri_pvem_p,prd_pt_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_pvem_p,coal_prd_pt_,coal_morena_p,coal_mc_p,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
BENITO JUAREZ,2015,4292,4292-B,501,521,80,32,25,7,1,11,4,41,3,5,1,1,1,17,229,80,41,32,39,0.1703056769,9,0.0393013100,0.4570858283,34.93%,13.97%,10.92%,3.06%,0.44%,4.80%,1.75%,17.90%,1.31%,2.18%,0.44%,0.44%,0.44%,7.42%,100.00%,34.93%,17.90%,13.97%,PAN,MORENA,PRI,34.93%,17.47%,11.79%,17.90%,4.80%,13.10%,100.00%,34.93%,17.90%,17.47%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4292,4292-C1,500,521,98,27,18,7,2,8,4,39,3,12,1,0,0,12,231,98,39,27,59,0.2554112554,12,0.0519480519,0.4620000000,42.42%,11.69%,7.79%,3.03%,0.87%,3.46%,1.73%,16.88%,1.30%,5.19%,0.43%,0.00%,0.00%,5.19%,100.00%,42.42%,16.88%,11.69%,PAN,MORENA,PRI,42.42%,15.15%,8.66%,16.88%,3.46%,13.42%,100.00%,42.42%,16.88%,15.15%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4293,4293-B,458,481,105,19,9,5,3,8,4,36,13,7,0,0,0,13,222,105,36,19,69,0.3108108108,17,0.0765765766,0.4847161572,47.30%,8.56%,4.05%,2.25%,1.35%,3.60%,1.80%,16.22%,5.86%,3.15%,0.00%,0.00%,0.00%,5.86%,100.00%,47.30%,16.22%,8.56%,PAN,MORENA,PRI,47.30%,10.81%,5.41%,16.22%,3.60%,16.67%,100.00%,47.30%,16.22%,10.81%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4293,4293-C1,458,480,96,28,13,7,1,14,3,43,12,3,0,0,0,18,238,96,43,28,53,0.2226890756,15,0.0630252101,0.5196506550,40.34%,11.76%,5.46%,2.94%,0.42%,5.88%,1.26%,18.07%,5.04%,1.26%,0.00%,0.00%,0.00%,7.56%,100.00%,40.34%,18.07%,11.76%,PAN,MORENA,PRI,40.34%,14.71%,5.88%,18.07%,5.88%,15.13%,100.00%,40.34%,18.07%,14.71%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4294,4294-B,412,433,86,18,15,6,4,11,6,37,3,12,1,0,0,13,212,86,37,18,49,0.2311320755,19,0.0896226415,0.5145631068,40.57%,8.49%,7.08%,2.83%,1.89%,5.19%,2.83%,17.45%,1.42%,5.66%,0.47%,0.00%,0.00%,6.13%,100.00%,40.57%,17.45%,8.49%,PAN,MORENA,PRI,40.57%,11.79%,8.96%,17.45%,5.19%,16.04%,100.00%,40.57%,17.45%,11.79%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4294,4294-C1,411,433,88,18,11,6,4,6,0,30,3,7,1,0,1,8,183,88,30,18,58,0.3169398907,12,0.0655737705,0.4452554745,48.09%,9.84%,6.01%,3.28%,2.19%,3.28%,0.00%,16.39%,1.64%,3.83%,0.55%,0.00%,0.55%,4.37%,100.00%,48.09%,16.39%,9.84%,PAN,MORENA,PRI,48.09%,13.66%,8.20%,16.39%,3.28%,10.38%,100.00%,48.09%,16.39%,13.66%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4295,4295-B,460,483,59,32,25,10,3,7,4,41,5,9,1,0,0,18,214,59,41,32,18,0.0841121495,9,0.0420560748,0.4652173913,27.57%,14.95%,11.68%,4.67%,1.40%,3.27%,1.87%,19.16%,2.34%,4.21%,0.47%,0.00%,0.00%,8.41%,100.00%,27.57%,19.16%,14.95%,PAN,MORENA,PRI,27.57%,20.09%,13.08%,19.16%,3.27%,16.82%,100.00%,27.57%,20.09%,19.16%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4295,4295-C1,459,483,73,29,14,11,3,11,2,31,7,10,0,0,0,11,202,73,31,29,42,0.2079207921,2,0.0099009901,0.4400871460,36.14%,14.36%,6.93%,5.45%,1.49%,5.45%,0.99%,15.35%,3.47%,4.95%,0.00%,0.00%,0.00%,5.45%,100.00%,36.14%,15.35%,14.36%,PAN,MORENA,PRI,36.14%,19.80%,8.42%,15.35%,5.45%,14.85%,100.00%,36.14%,19.80%,15.35%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4296,4296-B,695,729,119,39,16,10,4,16,2,62,8,17,2,0,1,21,317,119,62,39,57,0.1798107256,23,0.0725552050,0.4561151079,37.54%,12.30%,5.05%,3.15%,1.26%,5.05%,0.63%,19.56%,2.52%,5.36%,0.63%,0.00%,0.32%,6.62%,100.00%,37.54%,19.56%,12.30%,PAN,MORENA,PRI,37.54%,16.09%,6.31%,19.56%,5.05%,15.46%,100.00%,37.54%,19.56%,16.09%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4296,4296-C1,694,728,119,38,25,11,4,8,4,81,9,13,0,1,1,16,330,119,81,38,38,0.1151515152,43,0.1303030303,0.4755043228,36.06%,11.52%,7.58%,3.33%,1.21%,2.42%,1.21%,24.55%,2.73%,3.94%,0.00%,0.30%,0.30%,4.85%,100.00%,36.06%,24.55%,11.52%,PAN,MORENA,PRI,36.06%,14.85%,9.09%,24.55%,2.42%,13.03%,100.00%,36.06%,24.55%,14.85%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4297,4297-B,685,724,117,41,28,10,3,10,3,48,6,12,4,0,0,28,310,117,48,41,69,0.2225806452,7,0.0225806452,0.4525547445,37.74%,13.23%,9.03%,3.23%,0.97%,3.23%,0.97%,15.48%,1.94%,3.87%,1.29%,0.00%,0.00%,9.03%,100.00%,37.74%,15.48%,13.23%,PAN,MORENA,PRI,37.74%,17.74%,10.00%,15.48%,3.23%,15.81%,100.00%,37.74%,17.74%,15.48%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4297,4297-C1,684,723,101,40,21,12,3,19,8,59,10,13,1,1,2,26,316,101,59,40,42,0.1329113924,19,0.0601265823,0.4619883041,31.96%,12.66%,6.65%,3.80%,0.95%,6.01%,2.53%,18.67%,3.16%,4.11%,0.32%,0.32%,0.63%,8.23%,100.00%,31.96%,18.67%,12.66%,PAN,MORENA,PRI,31.96%,16.77%,7.91%,18.67%,6.01%,18.67%,100.00%,31.96%,18.67%,16.77%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4298,4298-B,502,526,65,22,50,9,12,7,4,42,2,9,0,1,0,16,239,65,50,42,15,0.0627615063,8,0.0334728033,0.4760956175,27.20%,9.21%,20.92%,3.77%,5.02%,2.93%,1.67%,17.57%,0.84%,3.77%,0.00%,0.42%,0.00%,6.69%,100.00%,27.20%,20.92%,17.57%,PAN,PRD,MORENA,27.20%,12.97%,26.36%,17.57%,2.93%,12.97%,100.00%,27.20%,26.36%,17.57%,PAN,PRD_PT,MORENA
BENITO JUAREZ,2015,4298,4298-C1,501,525,60,35,46,3,3,12,4,48,2,7,2,0,1,15,238,60,48,46,12,0.0504201681,2,0.0084033613,0.4750499002,25.21%,14.71%,19.33%,1.26%,1.26%,5.04%,1.68%,20.17%,0.84%,2.94%,0.84%,0.00%,0.42%,6.30%,100.00%,25.21%,20.17%,19.33%,PAN,MORENA,PRD,25.21%,16.81%,20.59%,20.17%,5.04%,12.18%,100.00%,25.21%,20.59%,20.17%,PAN,PRD_PT,MORENA
BENITO JUAREZ,2015,4299,4299-B,629,658,96,31,23,9,3,6,7,65,10,9,0,0,2,17,278,96,65,31,31,0.1115107914,34,0.1223021583,0.4419713831,34.53%,11.15%,8.27%,3.24%,1.08%,2.16%,2.52%,23.38%,3.60%,3.24%,0.00%,0.00%,0.72%,6.12%,100.00%,34.53%,23.38%,11.15%,PAN,MORENA,PRI,34.53%,14.39%,9.35%,23.38%,2.16%,16.19%,100.00%,34.53%,23.38%,14.39%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4299,4299-C1,629,658,97,28,23,11,5,12,6,55,8,10,3,0,1,19,278,97,55,28,42,0.1510791367,27,0.0971223022,0.4419713831,34.89%,10.07%,8.27%,3.96%,1.80%,4.32%,2.16%,19.78%,2.88%,3.60%,1.08%,0.00%,0.36%,6.83%,100.00%,34.89%,19.78%,10.07%,PAN,MORENA,PRI,34.89%,15.11%,10.07%,19.78%,4.32%,15.83%,100.00%,34.89%,19.78%,15.11%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4300,4300-B,740,773,108,41,31,14,3,27,9,44,7,24,0,0,1,15,324,108,44,41,64,0.1975308642,3,0.0092592593,0.4378378378,33.33%,12.65%,9.57%,4.32%,0.93%,8.33%,2.78%,13.58%,2.16%,7.41%,0.00%,0.00%,0.31%,4.63%,100.00%,33.33%,13.58%,12.65%,PAN,MORENA,PRI,33.33%,16.98%,10.49%,13.58%,8.33%,17.28%,100.00%,33.33%,16.98%,13.58%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4300,4300-C1,740,773,114,37,26,8,6,12,7,56,16,23,1,0,0,26,332,114,56,37,58,0.1746987952,19,0.0572289157,0.4486486486,34.34%,11.14%,7.83%,2.41%,1.81%,3.61%,2.11%,16.87%,4.82%,6.93%,0.30%,0.00%,0.00%,7.83%,100.00%,34.34%,16.87%,11.14%,PAN,MORENA,PRI,34.34%,13.86%,9.64%,16.87%,3.61%,21.69%,100.00%,34.34%,16.87%,13.86%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4301,4301-B,603,629,63,25,21,10,3,11,3,46,20,12,3,0,1,21,239,63,46,25,17,0.0711297071,21,0.0878661088,0.3963515755,26.36%,10.46%,8.79%,4.18%,1.26%,4.60%,1.26%,19.25%,8.37%,5.02%,1.26%,0.00%,0.42%,8.79%,100.00%,26.36%,19.25%,10.46%,PAN,MORENA,PRI,26.36%,15.90%,10.04%,19.25%,4.60%,23.85%,100.00%,26.36%,19.25%,15.90%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4301,4301-C1,602,629,90,32,22,11,5,8,5,48,16,17,1,0,6,25,286,90,48,32,42,0.1468531469,16,0.0559440559,0.4750830565,31.47%,11.19%,7.69%,3.85%,1.75%,2.80%,1.75%,16.78%,5.59%,5.94%,0.35%,0.00%,2.10%,8.74%,100.00%,31.47%,16.78%,11.19%,PAN,MORENA,PRI,31.47%,15.38%,9.44%,16.78%,2.80%,24.13%,100.00%,31.47%,16.78%,15.38%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4301,4301-C2,602,628,75,26,33,9,2,10,6,50,8,14,1,0,1,25,260,75,50,33,25,0.0961538462,17,0.0653846154,0.4318936877,28.85%,10.00%,12.69%,3.46%,0.77%,3.85%,2.31%,19.23%,3.08%,5.38%,0.38%,0.00%,0.38%,9.62%,100.00%,28.85%,19.23%,12.69%,PAN,MORENA,PRD,28.85%,13.85%,13.46%,19.23%,3.85%,20.77%,100.00%,28.85%,19.23%,13.85%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4302,4302-B,536,563,108,25,15,10,3,13,6,44,6,17,0,0,0,26,273,108,44,25,64,0.2344322344,19,0.0695970696,0.5093283582,39.56%,9.16%,5.49%,3.66%,1.10%,4.76%,2.20%,16.12%,2.20%,6.23%,0.00%,0.00%,0.00%,9.52%,100.00%,39.56%,16.12%,9.16%,PAN,MORENA,PRI,39.56%,12.82%,6.59%,16.12%,4.76%,20.15%,100.00%,39.56%,16.12%,12.82%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4302,4302-C1,536,563,76,26,19,15,3,15,9,51,7,11,0,0,0,26,258,76,51,26,25,0.0968992248,25,0.0968992248,0.4813432836,29.46%,10.08%,7.36%,5.81%,1.16%,5.81%,3.49%,19.77%,2.71%,4.26%,0.00%,0.00%,0.00%,10.08%,100.00%,29.46%,19.77%,10.08%,PAN,MORENA,PRI,29.46%,15.89%,8.53%,19.77%,5.81%,20.54%,100.00%,29.46%,19.77%,15.89%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4302,4302-C2,536,562,110,28,15,12,2,11,3,49,10,16,2,0,0,16,274,110,49,28,61,0.2226277372,21,0.0766423358,0.5111940299,40.15%,10.22%,5.47%,4.38%,0.73%,4.01%,1.09%,17.88%,3.65%,5.84%,0.73%,0.00%,0.00%,5.84%,100.00%,40.15%,17.88%,10.22%,PAN,MORENA,PRI,40.15%,15.33%,6.20%,17.88%,4.01%,16.42%,100.00%,40.15%,17.88%,15.33%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4303,4303-B,529,556,92,30,22,13,4,5,3,53,8,11,0,0,1,21,263,92,53,30,39,0.1482889734,23,0.0874524715,0.4971644612,34.98%,11.41%,8.37%,4.94%,1.52%,1.90%,1.14%,20.15%,3.04%,4.18%,0.00%,0.00%,0.38%,7.98%,100.00%,34.98%,20.15%,11.41%,PAN,MORENA,PRI,34.98%,16.35%,9.89%,20.15%,1.90%,16.73%,100.00%,34.98%,20.15%,16.35%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4303,4303-C1,528,556,73,33,15,14,6,12,3,43,10,13,0,0,1,25,248,73,43,33,30,0.1209677419,10,0.0403225806,0.4696969697,29.44%,13.31%,6.05%,5.65%,2.42%,4.84%,1.21%,17.34%,4.03%,5.24%,0.00%,0.00%,0.40%,10.08%,100.00%,29.44%,17.34%,13.31%,PAN,MORENA,PRI,29.44%,18.95%,8.47%,17.34%,4.84%,20.97%,100.00%,29.44%,18.95%,17.34%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4303,4303-C2,528,555,90,30,22,8,2,5,3,44,10,16,0,0,4,15,249,90,44,30,46,0.1847389558,14,0.0562248996,0.4715909091,36.14%,12.05%,8.84%,3.21%,0.80%,2.01%,1.20%,17.67%,4.02%,6.43%,0.00%,0.00%,1.61%,6.02%,100.00%,36.14%,17.67%,12.05%,PAN,MORENA,PRI,36.14%,15.26%,9.64%,17.67%,2.01%,19.28%,100.00%,36.14%,17.67%,15.26%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4304,4304-B,623,650,100,36,27,20,3,10,7,35,11,19,2,0,1,30,301,100,36,35,64,0.2126245847,1,0.0033222591,0.4831460674,33.22%,11.96%,8.97%,6.64%,1.00%,3.32%,2.33%,11.63%,3.65%,6.31%,0.66%,0.00%,0.33%,9.97%,100.00%,33.22%,11.96%,11.63%,PAN,PRI,MORENA,33.22%,19.27%,9.97%,11.63%,3.32%,22.59%,100.00%,33.22%,19.27%,11.63%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4304,4304-C1,622,649,105,42,22,12,1,18,10,39,6,18,0,2,1,19,295,105,42,39,63,0.2135593220,3,0.0101694915,0.4742765273,35.59%,14.24%,7.46%,4.07%,0.34%,6.10%,3.39%,13.22%,2.03%,6.10%,0.00%,0.68%,0.34%,6.44%,100.00%,35.59%,14.24%,13.22%,PAN,PRI,MORENA,35.59%,18.31%,8.47%,13.22%,6.10%,18.31%,100.00%,35.59%,18.31%,13.22%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4305,4305-B,605,631,110,39,17,6,2,9,6,29,3,10,3,1,4,21,260,110,39,29,71,0.2730769231,10,0.0384615385,0.4297520661,42.31%,15.00%,6.54%,2.31%,0.77%,3.46%,2.31%,11.15%,1.15%,3.85%,1.15%,0.38%,1.54%,8.08%,100.00%,42.31%,15.00%,11.15%,PAN,PRI,MORENA,42.31%,18.46%,7.69%,11.15%,3.46%,16.92%,100.00%,42.31%,18.46%,11.15%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4305,4305-C1,604,630,93,35,20,15,3,8,8,46,10,12,1,0,1,19,271,93,46,35,47,0.1734317343,11,0.0405904059,0.4486754967,34.32%,12.92%,7.38%,5.54%,1.11%,2.95%,2.95%,16.97%,3.69%,4.43%,0.37%,0.00%,0.37%,7.01%,100.00%,34.32%,16.97%,12.92%,PAN,MORENA,PRI,34.32%,18.82%,8.49%,16.97%,2.95%,18.45%,100.00%,34.32%,18.82%,16.97%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4306,4306-B,683,716,132,25,14,10,2,12,3,50,12,10,1,0,2,23,296,132,50,25,82,0.2770270270,25,0.0844594595,0.4333821376,44.59%,8.45%,4.73%,3.38%,0.68%,4.05%,1.01%,16.89%,4.05%,3.38%,0.34%,0.00%,0.68%,7.77%,100.00%,44.59%,16.89%,8.45%,PAN,MORENA,PRI,44.59%,12.16%,5.41%,16.89%,4.05%,16.89%,100.00%,44.59%,16.89%,12.16%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4306,4306-C1,683,716,121,30,15,5,3,16,9,48,8,9,0,0,3,27,294,121,48,30,73,0.2482993197,18,0.0612244898,0.4304538799,41.16%,10.20%,5.10%,1.70%,1.02%,5.44%,3.06%,16.33%,2.72%,3.06%,0.00%,0.00%,1.02%,9.18%,100.00%,41.16%,16.33%,10.20%,PAN,MORENA,PRI,41.16%,11.90%,6.12%,16.33%,5.44%,19.05%,100.00%,41.16%,16.33%,11.90%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4307,4307-B,594,619,99,40,17,12,3,12,3,45,2,11,0,0,2,20,266,99,45,40,54,0.2030075188,5,0.0187969925,0.4478114478,37.22%,15.04%,6.39%,4.51%,1.13%,4.51%,1.13%,16.92%,0.75%,4.14%,0.00%,0.00%,0.75%,7.52%,100.00%,37.22%,16.92%,15.04%,PAN,MORENA,PRI,37.22%,19.55%,7.52%,16.92%,4.51%,14.29%,100.00%,37.22%,19.55%,16.92%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4307,4307-C1,593,618,109,42,12,11,5,11,5,37,10,8,0,0,2,24,276,109,42,37,67,0.2427536232,5,0.0181159420,0.4654300169,39.49%,15.22%,4.35%,3.99%,1.81%,3.99%,1.81%,13.41%,3.62%,2.90%,0.00%,0.00%,0.72%,8.70%,100.00%,39.49%,15.22%,13.41%,PAN,PRI,MORENA,39.49%,19.20%,6.16%,13.41%,3.99%,17.75%,100.00%,39.49%,19.20%,13.41%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4308,4308-B,554,575,103,24,23,8,7,13,3,39,6,11,0,2,2,21,262,103,39,24,64,0.2442748092,15,0.0572519084,0.4729241877,39.31%,9.16%,8.78%,3.05%,2.67%,4.96%,1.15%,14.89%,2.29%,4.20%,0.00%,0.76%,0.76%,8.02%,100.00%,39.31%,14.89%,9.16%,PAN,MORENA,PRI,39.31%,12.21%,12.21%,14.89%,4.96%,16.41%,100.00%,39.31%,14.89%,12.21%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4308,4308-C1,554,574,88,27,29,9,2,8,4,32,7,14,0,0,1,16,237,88,32,29,56,0.2362869198,3,0.0126582278,0.4277978339,37.13%,11.39%,12.24%,3.80%,0.84%,3.38%,1.69%,13.50%,2.95%,5.91%,0.00%,0.00%,0.42%,6.75%,100.00%,37.13%,13.50%,12.24%,PAN,MORENA,PRD,37.13%,15.19%,13.08%,13.50%,3.38%,17.72%,100.00%,37.13%,15.19%,13.50%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4308,4308-C2,553,574,97,27,13,9,5,10,5,38,5,13,0,0,0,29,251,97,38,27,59,0.2350597610,11,0.0438247012,0.4538878843,38.65%,10.76%,5.18%,3.59%,1.99%,3.98%,1.99%,15.14%,1.99%,5.18%,0.00%,0.00%,0.00%,11.55%,100.00%,38.65%,15.14%,10.76%,PAN,MORENA,PRI,38.65%,14.34%,7.17%,15.14%,3.98%,20.72%,100.00%,38.65%,15.14%,14.34%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4309,4309-B,504,531,90,23,12,4,0,11,5,35,9,6,1,0,2,17,215,90,35,23,55,0.2558139535,12,0.0558139535,0.4265873016,41.86%,10.70%,5.58%,1.86%,0.00%,5.12%,2.33%,16.28%,4.19%,2.79%,0.47%,0.00%,0.93%,7.91%,100.00%,41.86%,16.28%,10.70%,PAN,MORENA,PRI,41.86%,13.02%,5.58%,16.28%,5.12%,18.14%,100.00%,41.86%,16.28%,13.02%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4309,4309-C1,503,531,81,33,20,9,0,13,7,37,10,7,1,1,0,19,238,81,37,33,44,0.1848739496,4,0.0168067227,0.4731610338,34.03%,13.87%,8.40%,3.78%,0.00%,5.46%,2.94%,15.55%,4.20%,2.94%,0.42%,0.42%,0.00%,7.98%,100.00%,34.03%,15.55%,13.87%,PAN,MORENA,PRI,34.03%,18.07%,8.82%,15.55%,5.46%,18.07%,100.00%,34.03%,18.07%,15.55%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4309,4309-C2,503,530,76,19,18,10,3,8,6,46,9,10,2,1,2,15,225,76,46,19,30,0.1333333333,27,0.1200000000,0.4473161034,33.78%,8.44%,8.00%,4.44%,1.33%,3.56%,2.67%,20.44%,4.00%,4.44%,0.89%,0.44%,0.89%,6.67%,100.00%,33.78%,20.44%,8.44%,PAN,MORENA,PRI,33.78%,13.78%,9.78%,20.44%,3.56%,18.67%,100.00%,33.78%,20.44%,13.78%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4310,4310-B,553,581,102,24,15,5,3,12,4,47,6,18,2,0,2,16,256,102,47,24,55,0.2148437500,23,0.0898437500,0.4629294756,39.84%,9.38%,5.86%,1.95%,1.17%,4.69%,1.56%,18.36%,2.34%,7.03%,0.78%,0.00%,0.78%,6.25%,100.00%,39.84%,18.36%,9.38%,PAN,MORENA,PRI,39.84%,12.11%,7.03%,18.36%,4.69%,17.97%,100.00%,39.84%,18.36%,12.11%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4310,4310-C1,553,580,91,28,15,4,5,19,7,42,6,11,2,0,0,16,246,91,42,28,49,0.1991869919,14,0.0569105691,0.4448462929,36.99%,11.38%,6.10%,1.63%,2.03%,7.72%,2.85%,17.07%,2.44%,4.47%,0.81%,0.00%,0.00%,6.50%,100.00%,36.99%,17.07%,11.38%,PAN,MORENA,PRI,36.99%,13.82%,8.13%,17.07%,7.72%,16.26%,100.00%,36.99%,17.07%,13.82%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4311,4311-B,575,603,106,26,21,9,2,14,2,39,6,8,1,0,1,30,265,106,39,26,67,0.2528301887,13,0.0490566038,0.4608695652,40.00%,9.81%,7.92%,3.40%,0.75%,5.28%,0.75%,14.72%,2.26%,3.02%,0.38%,0.00%,0.38%,11.32%,100.00%,40.00%,14.72%,9.81%,PAN,MORENA,PRI,40.00%,13.58%,8.68%,14.72%,5.28%,17.74%,100.00%,40.00%,14.72%,13.58%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4311,4311-C1,575,602,99,25,32,11,2,8,7,60,6,10,1,0,0,16,277,99,60,32,39,0.1407942238,28,0.1010830325,0.4817391304,35.74%,9.03%,11.55%,3.97%,0.72%,2.89%,2.53%,21.66%,2.17%,3.61%,0.36%,0.00%,0.00%,5.78%,100.00%,35.74%,21.66%,11.55%,PAN,MORENA,PRD,35.74%,13.36%,12.27%,21.66%,2.89%,14.08%,100.00%,35.74%,21.66%,13.36%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4311,4311-C2,575,602,124,28,21,7,3,10,2,41,9,9,3,0,0,11,268,124,41,28,83,0.3097014925,13,0.0485074627,0.4660869565,46.27%,10.45%,7.84%,2.61%,1.12%,3.73%,0.75%,15.30%,3.36%,3.36%,1.12%,0.00%,0.00%,4.10%,100.00%,46.27%,15.30%,10.45%,PAN,MORENA,PRI,46.27%,14.18%,8.96%,15.30%,3.73%,11.57%,100.00%,46.27%,15.30%,14.18%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4312,4312-B,489,514,107,15,14,15,2,6,3,28,3,11,2,1,0,17,224,107,28,15,79,0.3526785714,13,0.0580357143,0.4580777096,47.77%,6.70%,6.25%,6.70%,0.89%,2.68%,1.34%,12.50%,1.34%,4.91%,0.89%,0.45%,0.00%,7.59%,100.00%,47.77%,12.50%,6.70%,PAN,MORENA,PRI,47.77%,14.29%,7.59%,12.50%,2.68%,15.18%,100.00%,47.77%,14.29%,12.50%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4312,4312-C1,488,514,86,32,18,14,4,6,4,28,3,4,4,0,0,21,224,86,32,28,54,0.2410714286,4,0.0178571429,0.4590163934,38.39%,14.29%,8.04%,6.25%,1.79%,2.68%,1.79%,12.50%,1.34%,1.79%,1.79%,0.00%,0.00%,9.38%,100.00%,38.39%,14.29%,12.50%,PAN,PRI,MORENA,38.39%,22.32%,9.82%,12.50%,2.68%,14.29%,100.00%,38.39%,22.32%,12.50%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4313,4313-B,473,496,70,33,25,12,1,7,1,33,5,17,2,0,0,22,228,70,33,33,37,0.1622807018,0,0.0000000000,0.4820295983,30.70%,14.47%,10.96%,5.26%,0.44%,3.07%,0.44%,14.47%,2.19%,7.46%,0.88%,0.00%,0.00%,9.65%,100.00%,30.70%,14.47%,14.47%,PAN,MORENA,MORENA,30.70%,20.61%,11.40%,14.47%,3.07%,19.74%,100.00%,30.70%,20.61%,14.47%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4313,4313-C1,472,495,76,21,21,13,2,8,0,34,5,13,1,0,0,21,215,76,34,21,42,0.1953488372,13,0.0604651163,0.4555084746,35.35%,9.77%,9.77%,6.05%,0.93%,3.72%,0.00%,15.81%,2.33%,6.05%,0.47%,0.00%,0.00%,9.77%,100.00%,35.35%,15.81%,9.77%,PAN,MORENA,PRI,35.35%,16.28%,10.70%,15.81%,3.72%,18.14%,100.00%,35.35%,16.28%,15.81%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4314,4314-B,547,583,101,27,24,8,1,12,3,56,3,11,0,0,0,17,263,101,56,27,45,0.1711026616,29,0.1102661597,0.4808043876,38.40%,10.27%,9.13%,3.04%,0.38%,4.56%,1.14%,21.29%,1.14%,4.18%,0.00%,0.00%,0.00%,6.46%,100.00%,38.40%,21.29%,10.27%,PAN,MORENA,PRI,38.40%,13.31%,9.51%,21.29%,4.56%,12.93%,100.00%,38.40%,21.29%,13.31%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4314,4314-C1,546,582,95,21,31,11,2,6,7,35,6,7,0,0,2,14,237,95,35,31,60,0.2531645570,4,0.0168776371,0.4340659341,40.08%,8.86%,13.08%,4.64%,0.84%,2.53%,2.95%,14.77%,2.53%,2.95%,0.00%,0.00%,0.84%,5.91%,100.00%,40.08%,14.77%,13.08%,PAN,MORENA,PRD,40.08%,13.50%,13.92%,14.77%,2.53%,15.19%,100.00%,40.08%,14.77%,13.92%,PAN,MORENA,PRD_PT
